(39,73),
(40,75),
(42,76),
(43,77),
(44,78),
(45,78),
(45,79),
(46,80),
(47,80),
(47,80),
(48,81),
(49,82),
(50,82),
(51,82),
(52,82),
(53,82),
(54,82),
(55,81),
(56,81),
(57,81),
(58,81),
(59,81),
(60,80),
(61,79),
(62,79),
(63,78),
(65,77),
(66,76),
(67,75),
(68,74),
(69,73),
(70,72),
(71,71),
(71,70),
(71,70),
(72,69),
(72,67),
(72,66),
(72,65),
(72,64),
(72,63),
(72,62),
(72,61),
(72,60),
(72,60),
(72,59),
(72,59),
(71,57),
(71,56),
(70,55),
(69,54),
(68,53),
(67,52),
(66,52),
(64,51),
(63,50),
(63,49),
(62,49),
(61,49),
(60,49),
(59,48),
(58,48),
(57,48),
(56,48),
(55,48),
(54,48),
(53,48),
(52,48),
(51,48),
(50,48),
(49,48),
(48,48),
(47,49),
(46,49),
(45,49),
(44,50),
(43,50),
(42,51),
(41,52),
(40,53),
(39,54),
(39,55),
(38,57),
(38,59),
(38,60),
(38,61),
(38,62),
(38,63),
(38,64),
(38,65),
(38,66),
(38,67),
(38,68),
(39,69),
(39,70),
(39,71),
(39,72),
(39,73),
(39,74),
(39,75),
(39,76),
(39,77),
(39,78),
(39,79),
(39,80),
(39,81),
(39,82),
(39,83),
(39,84),
(39,85),
(39,86),
(39,87),
(39,88),
(39,89),
(39,90),
(40,91),
(40,92),
(40,93),
(40,94),
(40,95),
(41,95),
(41,96),
(41,97),
(41,98),
(41,99),
(42,100),
(42,101),
(42,102),
(43,102),
(43,103),
(43,104),
(44,104),
(44,105),
(44,106),
(45,106),
(45,107),
(46,107),
(47,108),
(47,109),
(48,110),
(48,111),
(49,111),
(50,112),
(51,112),
(52,113),
(53,114),
(53,114),
(54,115),
(55,115),
(55,116),
(56,117),
(57,117),
(57,117),
(58,118),
(59,119),
(60,119),
(60,119),
(61,120),
(62,121),
(62,121),
(63,122),
(64,123),
(65,124),
(66,126),
(67,127),
(68,128),
(69,129),
(70,130),
(71,131),
(71,132),
(72,132),
(73,133),
(74,133),
(75,134),
(76,134),
(77,134),
(78,134),
(79,134),
(80,134),
(81,134),
(82,134),
(83,134),
(84,134),
(85,134),
(86,134),
(87,134),
(88,134),
(89,134),
(90,134),
(91,134),
(92,134),
(93,134),
(94,134),
(95,134),
(96,134),
(97,134),
(98,134),
(99,134),
(100,134),
(101,134),
(102,134),
(103,134),
(104,134),
(105,134),
(106,134),
(107,134),
(108,134),
(109,134),
(110,134),
(111,134),
(112,134),
(113,134),
(114,134),
(115,134),
(116,133),
(117,133),
(118,132),
(120,132),
(120,132),
(122,131),
(123,130),
(124,130),
(125,130),
(126,130),
(127,130),
(128,130),
(129,130),
(130,130),
(131,130),
(132,130),
(131,130),
(130,130),
(129,130),
(128,130),
(127,130),
(126,130),
(125,130),
(124,130),
(123,130),
(122,130),
(121,131),
(120,131),
(119,131),
(118,131),
(117,131),
(116,131),
(115,131),
(114,131),
(113,131),
(112,132),
(111,132),
(110,132),
(109,133),
(108,133),
(107,133),
(106,134),
(105,134),
(104,134),
(103,135),
(102,135),
(101,135),
(100,135),
(99,136),
(98,136),
(97,136),
(96,136),
(95,136),
(94,136),
(93,136),
(92,137),
(91,137),
(90,137),
(89,137),
(88,137),
(87,137),
(86,137),
(85,137),
(84,137),
(83,137),
(82,137),
(81,137),
(80,137),
(79,137),
(78,137),
(77,137),
(76,137),
(75,137),
(74,137),
(73,137),
(72,137),
(72,138),
(72,138),
(72,139),
(72,140),
(72,141),
(72,142),
(72,143),
(72,144),
(72,145),
(72,146),
(72,147),
(72,148),
(72,149),
(72,150),
(72,151),
(72,152),
(71,153),
(71,154),
(70,156),
(70,157),
(70,158),
(69,159),
(69,160),
(68,160),
(68,161),
(68,162),
(67,163),
(67,164),
(66,164),
(66,165),
(64,166),
(64,167),
(63,168),
(62,169),
(61,171),
(60,172),
(60,172),
(59,173),
(59,173),
(60,173),
(61,173),
(62,173),
(63,173),
(64,172),
(65,172),
(67,171),
(68,170),
(70,170),
(71,170),
(74,170),
(75,170),
(77,169),
(79,169),
(81,168),
(83,168),
(84,168),
(85,168),
(86,168),
(87,168),
(89,167),
(90,167),
(92,167),
(93,167),
(94,167),
(95,167),
(96,166),
(97,166),
(98,166),
(99,166),
(100,166),
(101,166),
(102,166),
(103,166),
(104,166),
(105,166),
(106,166),
(107,166),
(108,166),
(109,166),
(110,166),
(113,166),
(115,166),
(117,166),
(119,166),
(121,166),
(122,166),
(123,166),
(124,166),
(125,166),
(126,166),
(127,166),
(128,166),
(129,166),
(130,166),
(131,166),
(132,166),
(133,166),
(134,166),
(135,166),
(136,166),
(137,166),
(138,166),
(139,166),
(140,166),
(141,167),
(141,167),
(142,167),
(142,167),
(141,166),
(141,165),
(140,165),
(139,164),
(139,163),
(138,163),
(138,162),
(138,161),
(137,161),
(136,160),
(136,159),
(136,158),
(135,158),
(135,157),
(134,157),
(134,156),
(133,155),
(133,154),
(133,153),
(133,152),
(132,152),
(132,151),
(132,150),
(132,149),
(132,148),
(131,148),
(131,147),
(131,146),
(131,145),
(130,144),
(130,143),
(130,142),
(130,141),
(130,140),
(130,139),
(130,138),
(130,137),
(130,136),
(130,135),
(130,134),
(130,133),
(130,132),
(130,131),
(130,130),
(130,129),
(130,129),
(130,128),
(130,127),
(131,126),
(132,124),
(135,122),
(136,120),
(138,118),
(138,117),
(139,116),
(140,115),
(141,114),
(141,113),
(142,112),
(142,111),
(142,110),
(142,109),
(142,108),
(142,107),
(142,106),
(142,105),
(143,104),
(143,103),
(144,101),
(144,99),
(145,98),
(145,97),
(145,96),
(145,95),
(145,94),
(145,93),
(145,92),
(145,91),
(145,90),
(145,89),
(146,88),
(146,87),
(146,86),
(146,85),
(146,84),
(146,83),
(146,82),
(146,81),
(146,80),
(146,79),
(146,78),
(145,77),
(145,76),
(145,75),
(145,74),
(145,73),
(144,72),
(144,71),
(144,70),
(144,69),
(144,68),
(143,66),
(143,65),
(142,64),
(142,63),
(141,62),
(141,61),
(140,61),
(140,60),
(139,59),
(139,59),
(138,58),
(137,57),
(136,56),
(135,56),
(135,56),
(134,57),
(133,57),
(132,57),
(131,57),
(130,58),
(129,58),
(128,59),
(127,60),
(125,61),
(124,62),
(122,63),
(121,64),
(121,65),
(120,66),
(119,68),
(119,69),
(118,71),
(117,72),
(116,72),
(115,73),
(114,74),
(112,75),
(111,75),
(110,75),
(109,75),
(108,76),
(107,76),
(106,76),
(105,76),
(104,75),
(104,74),
(103,73),
(102,72),
(102,71),
(100,71),
(99,71),
(99,72),
(98,72),
(97,73),
(96,74),
(96,75),
(96,76),
(96,77),
(96,78),
(96,79),
(96,80),
(95,81),
(95,82),
(95,83),
(95,84),
(95,85),
(95,86),
(96,87),
(96,88),
(96,89),
(97,90),
(97,90),
(97,91),
(97,92),
(98,93),
(98,93),
(99,94),
(99,95),
(100,96),
(100,98),
(100,99),
(100,100),
(101,101),
(101,102),
(101,103),
(101,104),
(101,105),
(101,106),
(101,107),
(101,108),
(101,109),
(101,110),
(101,111),
(100,112),
(100,113),
(99,114),
(99,114),
(98,115),
(97,115),
(96,114),
(96,114),
(95,114),
(94,113),
(94,113),
(93,113),
(93,112),
(92,112),
(91,111),
(91,111),
(90,110),
(90,109),
(89,109),
(89,108),
(88,107),
(88,106),
(87,106),
(86,105),
(86,104),
(86,103),
(86,101),
(85,100),
(85,99),
(85,98),
(85,97),
(85,96),
(85,95),
(85,94),
(84,93),
(84,92),
(84,91),
(83,90),
(82,89),
(82,88),
(81,87),
(80,86),
(80,85),
(80,84),
(79,83),
(79,82),
(78,82),
(78,81),
(77,80),
(77,79),
(77,79),
(76,78),
(76,77),
(75,75),
(75,74),
(74,73),
(74,72),
(73,71),
(72,70),
(72,69),
(72,68),
(71,67),
(71,66),
(71,65),
(71,64),
(70,63),
(70,62),
(70,61),
(70,60),
(69,59),
(69,59),
(68,58),
(68,57),
(67,56),
(67,55),
(66,55),
(66,54),
(65,52),
(64,52),
(64,51),
(63,50),
(63,50),
(62,49),
(61,49),
(61,48),
(59,48),
(58,47),
(57,47),
(56,47),
(55,47),
(54,47),
(53,47),
(52,47),
(51,47),
(50,47),
(49,47),
(48,47),
(48,48),
(47,48),
(46,48),
(45,49),
(44,49),
(43,50),
(42,51),
(41,51),
(40,52),
(39,53),
(38,54),
(37,55),
(37,55),
(36,56),
(36,57),
(36,58),
(36,59),
(36,60),
(36,61),
(36,62),
(36,63),
(36,64),
(36,65),
(36,66),
(36,67),
(36,68),
(36,69),
(36,70),
(36,71),
(36,72),
(36,73),
(36,74),
(36,75),
(37,76),
(38,77),
(39,78),
(40,78),
(41,79),
(42,80),
(43,80),
(44,80),
(45,80),
(46,80),
(47,80),
(48,80),
(49,80),
(50,80),
(51,80),
(56,80),
(57,80),
(58,80),
(59,80),
(60,79),
(61,79),
(62,78),
(63,78),
(63,77),
(64,77),
(65,77),
(66,77),
(66,76),
(67,76),
(68,75),
(69,74),
(70,73),
(71,72),
(71,71),
(72,71),
(73,71),
(74,71),
(75,72),
(76,72),
(77,73),
(78,74),
(78,74),
(79,75),
(79,76),
(80,77),
(80,78),
(80,79),
(80,80),
(80,81),
(80,82),
(80,83),
(80,84),
(80,85),
(81,86),
(81,88),
(81,89),
(81,90),
(82,91),
(82,92),
(82,93),
(82,94),
(83,95),
(83,96),
(83,97),
(84,98),
(84,99),
(84,100),
(85,101),
(85,102),
(85,103),
(86,104),
(86,105),
(87,106),
(87,107),
(87,107),
(88,108),
(88,109),
(89,110),
(89,110),
(90,111),
(91,112),
(92,112),
(93,113),
(94,114),
(95,114),
(96,115),
(96,115),
(97,116),
(97,117),
(97,118),
(97,118),
(97,118),
(96,119),
(95,119),
(94,119),
(93,120),
(93,120),
(92,120),
(91,120),
(90,121),
(89,121),
(88,121),
(87,121),
(86,121),
(85,121),
(84,121),
(83,121),
(82,121),
(81,121),
(80,121),
(79,121),
(78,121),
(77,121),
(76,121),
(77,121),
(77,121),
(78,121),
(79,121),
(80,121),
(81,121),
(82,121),
(83,121),
(84,121),
(86,121),
(87,121),
(88,121),
(89,121),
(90,120),
(91,120),
(92,120),
(93,120),
(94,120),
(95,120),
(96,120),
(97,120),
(99,120),
(100,120),
(102,120),
(103,120),
(105,120),
(106,119),
(107,119),
(109,118),
(110,117),
(111,117),
(112,117),
(113,116),
(114,115),
(115,115),
(116,113),
(117,112),
(119,111),
(120,110),
(121,109),
(122,107),
(124,106),
(125,105),
(126,104),
(126,102),
(127,101),
(128,101),
(129,101),
(130,101),
(131,101),
(132,101),
(133,101),
(134,100),
(135,100),
(135,99),
(137,98),
(138,98),
(139,97),
(140,96),
(140,96),
(141,95),
(141,95),
(142,95),
(143,95),
(144,95),
(145,95),
(145,95),
(145,95),
(145,96),
(145,97),
(145,98),
(145,99),
(145,100),
(144,101),
(144,102),
(144,103),
(143,104),
(143,105),
(143,106),
(142,107),
(141,108),
(140,109),
(139,110),
(139,111),
(138,112),
(137,113),
(137,114),
(136,115),
(136,116),
(135,117),
(135,118),
(134,120),
(133,121),
(133,122),
(133,123),
(132,124),
(132,125),
(131,126),
(130,127),
(129,128),
(128,128),
(127,129),
(126,129),
(125,129),
(124,129),
(123,129),
(122,129),
(121,129),
(120,129),
(119,129),
(118,130),
(117,130),
(116,130),
(115,130),
(114,130),
(113,130),
(112,130),
(111,130),
(110,131),
(108,131),
(107,131),
(106,131),
(105,131),
(104,131),
(103,131),
(102,131),
(101,131),
(100,132),
(99,132),
(98,132),
(97,132),
(96,132),
(95,132),
(94,132),
(93,132),
(92,132),
(91,133),
(89,133),
(88,133),
(87,133),
(86,133),
(85,134),
(84,134),
(83,134),
(82,135),
(81,135),
(79,136),
(77,137),
(76,137),
(75,138),
(74,138),
(73,139),
(73,139),
(74,139),
(75,139),
(76,138),
(77,138),
(78,138),
(78,138),


